item,unit2,unit2_price
RANFERON 12 SYR 200ML,BOTTLE,320
RANFERON CAPS  X 120,FULL PACK,"1,700.00"
RANICEF TABS 300MG X 10,PACK,"1,900.00"
RANITIDINE(MULTICOY) TABS 150MG X 100 {YSP} ,FULL PACK,0
RANOPHAGE TABS 1000MG X 20,FULL PACK,750
RAPID WHITE LOTION 400ML,PACK,"1,905.00"
RAPID WHITE TRANSPARENT SOAP,PACK,380
RAPIDFLOX TABS 500MG,PACK,560
RATENOL TABS 50MG X 28,FULL PACK,170
RAZAC HAND AND BODY LOTION 473ML,JAR,"1,710.00"
RE-VIVE CAPS 400MG X 10,PACK,"4,000.00"
READ A DREAM INSECTICIDE 600ML,TIN,"1,050.00"
REAL EXTRA TABS  X 100,FULL PACK,700
REAL MILK  REFIL 400G,PACK,725
REALFLEX TABS  X 30,FULL PACK,"3,900.00"
REALLY EXTRA TABS  X 100,FULL PACK,745
REBIZOLE TABS 20MG X 10,PACK,290
RECTANGLE CASSEROLE DISH 3 SETS,PACK,"9,999.99"
RECTIN-A CREAM ,TUBE,"1,900.00"
RED SEA COD LIVER OIL CAPS 1000MG X 30,PACK,150
REDCOD CODLIVER OIL CAPS 300MG X 30,PACK,300
REDMOND EYE DROPS 5ML X 1,PACK,650
REESHAPE X 30 CAPS ,PACK,"4,020.00"
REFUCIL SUSP 125MG/5ML 100ML,BOTTLE,485
REFUSE SACK X 20,PACK,285
REGACAM CAPS 20MG,PACK,845
REGROTON TABS  X 20,FULL PACK,"1,465.00"
REICHAMOX CAPS 250MG X 100,FULL PACK,"2,000.00"
REICHAMOX CAPS 500MG X 100,FULL PACK,"3,520.00"
REICHLOX CAPS 500MG X 100,FULL PACK,"3,520.00"
REKMAL INJ  X 6,FULL PACK,"5,715.00"
REKMAL INJ 120MG X 5,FULL PACK,"6,200.00"
RELAX AND SLEEP TAB X 30(NATURE''S MEASURE)  ,BOTTLE,450
RELAXO GEL 30GM X 1,TUBE,320
RELCER GEL 180ML,BOTTLE,660
RELEV RAPID  550MG  TAB X 20,FULL PACK,"1,250.00"
RELEV RAPID TABS 550MG X 100,FULL PACK,500
RELEV TABS 500MG X 20,FULL PACK,"1,100.00"
RELIEF GEL  30G,TUBE,185
RELIEF TABS  X 20,FULL PACK,"2,300.00"
RELIEFF TABS  X 50,PACK,85
RELIPOIETIN INJ 4000IU 0.4ML,AMPOULES,"4,500.00"
RELOAD FOR KIDS SYR X 1,BOTTLE,"4,300.00"
RELOAD IMMUNITY TABS X 120,PACK,"6,000.00"
RELOAD INFANT DROP  ,BOTTLE,"2,850.00"
RELOAD KIDS TABS ,PACK,"5,800.00"
RELOAD MEN 50+ TABS  X 100,JAR,"2,500.00"
RELOAD MEN 50+ TABS X 30,JAR,"3,500.00"
RELOAD MEN 50+ X 90 TABS ,JAR,"5,800.00"
RELOAD MEN X 30 TABS ,JAR,"3,500.00"
RELOAD MEN X 90 TABS ,JAR,"5,800.00"
RELOAD MEN'S FORMULA TABS  X 150,FULL PACK,"8,030.00"
RELOAD TONIC X 1,BOTTLE,"3,800.00"
RELOAD WOMEN 50+ X 30 TABS ,JAR,"3,500.00"
RELOAD WOMEN 50+ X 90 TABS ,JAR,"5,800.00"
RELOAD WOMEN X 30 TABS  {PHARMACYPLUS} ,JAR,"3,500.00"
RELOAD WOMEN X 90 TABS ,JAR,"5,800.00"
RELOAD WOMEN'S FORMULA TABS  X 150,FULL PACK,"8,505.00"
RELUDINE TABS 100MG X 100,FULL PACK,"2,550.00"
REMAL TABS 40MG/320MG X 9,PACK,450
RENERVE PLUS TABS  X 30,FULL PACK,"5,600.00"
RENERVE PLUUS-BT SOFTGEL  X 30,FULL PACK,"3,300.00"
RENO AMINO CAPS X 30,PACK,330
RENO CAPS  X 30,FULL PACK,500
RENOCAV TABS 625MG X 14,PACK,"1,050.00"
RENOFIT CAPS X 30,PACK,700
RENOGA MULTIVITAMIN CAPS X 30,PACK,350
REON X 30 CAPS ,PACK,595
REPARIL GEL 40G X 1,TUBE,"2,500.00"
REPROAID(MEN) TABS  X 90,JAR,"8,300.00"
REPROAID(WOMAN) TABS  X 90,JAR,"8,300.00"
REPROFEN NIGHT TABS 200/25MG X 100,FULL PACK,"1,765.00"
REPROFEN SYR  100ML,BOTTLE,220
RESPERIDOL TABS 2MG X 20,PACK,"1,160.00"
RESPERIDOL TABS 3MG X 20,FULL PACK,"5,500.00"
RESPOND BODY SPRAY 150ML,TIN,300
RESTATIN TABS  X 100,FULL PACK,"2,700.00"
RETIN-A CREAM  20G,TUBE,"3,350.00"
RETRAX SYR  15ML,BOTTLE,165
RETRAX TABS X 3,PACK,175
RETRAX X 500  ,JAR,"3,000.00"
REUMEX LOTION 50ML,BOTTLE,760
REVITAL CAPS X 30,PACK,"1,650.00"
REVITONE SYR  200ML,BOTTLE,160
REVIVE CAPS X 30,JAR,"13,600.00"
REVLON NATURAL HONEY LOTION 600ML,BOTTLE,"1,105.00"
RHINATHIOL (ADULT) 5% 125ML SYR,BOTTLE,"1,013.00"
RHINATHIOL PROMETHAZINE SYR ,BOTTLE,"1,048.00"
RHINATHIOL(CHILD)  2% 125ML SYR,BOTTLE,"1,018.00"
RHOME SOAP 90G,PACK,235
RIBENA 1L X 1,BOTTLE,800
RIBOREA CAPS 500MG X 100,FULL PACK,"7,000.00"
RIBORICH B2 TABS 2MG X 100,FULL PACK,200
RICAM  20MG CAP X 100,FULL PACK,700
RICAM  CAPS  20MG X 10,FULL PACK,750
RICE KRISPIES MIXTURE 510G,PACK,"1,715.00"
RICE KRISPIES VALUE PACK,PACK,"1,195.00"
RICH IN CALCIUM  CRACKERS 248G,PACK,305
RICH IN CALCIUM  CRACKERS X 100,PACK,145
RICHOCO REFIL 500G,SACHET,590
RICHZOE TABS 800MCG+30MG X 100,JAR,"4,100.00"
RIFALAB FORTE TABS  X 100,FULL PACK,195
RIFAMPICIN  300MG CAP X 100 (MULTI COY),FULL PACK,"3,100.00"
RIFAMYCINE  EYE DROPS,BOTTLE,"1,750.00"
RIMACTAL INH 300MG TABS X 30,FULL PACK,"6,965.00"
RINGERS LACTATE(FIDSON) INFUSION 500ML X 1,BOTTLE,600
RINGO HERBAL SKIN OINTMENT 20G X 12,PCS,145
RIOTAB PESSARY X 6,PACK,700
RISPERIDONE(RISDAL) TABS 2MG X 100,FULL PACK,"2,850.00"
RIVOTRIL TABS 2MG X 30,FULL PACK,"5,000.00"
RIVOTRIL TABS 2MG X 60,FULL PACK,"14,000.00"
RIWOD  200ML X 1,JAR,450
RIZCET TABS 5MG X 30,FULL PACK,700
ROBB INHALER   X 12,FULL PACK,"1,480.00"
ROBB OINTMENT 25G [JAR] ,JAR,260
ROBB(TIN)  4G,TIN,35
ROBEFENAC TABS X 10,PACK,480
ROBERT LIQUID 125ML,BOTTLE,255
ROBERT LIQUID 250ML,BOTTLE,575
ROBERTS LIQUID 500ML,JAR,883.33
ROBINAX TABS 500MG,PACK,450
ROBITUSSIN CHESTY COUGH SYR  100ML,BOTTLE,"2,650.00"
ROCEPHIN I.M INJ 1G,VIALS,"4,100.00"
ROCEPHIN I.V INJ 1GM,VIALS,"4,500.00"
ROGOTINOR  0.75MG TAB X 10,PACK,140
ROHYPNOL TABS  X 30,FULL PACK,"1,650.00"
ROLIP TABS 10MG X 10,PACK,"1,970.00"
ROLIP TABS 20MG X 10,PACK,"2,980.00"
ROLIP TABS 5MG X 10,PACK,"1,220.00"
ROLITEN TABS 2MG X 10,PACK,"1,800.00"
ROPHEGAN SYR 5MG/5ML  60ML,BOTTLE,195
ROSART 25MG TAB X 50,FULL PACK,"1,965.00"
ROSART TABS 50MG X 50,FULL PACK,"2,900.00"
ROSCILOX(SUN PHARM) SYR 100ML X 1,BOTTLE,450
ROSE BATH GEL 1L,JAR,895
ROSE TISSUE X 48,PACK,60
ROSSMAX B.P MACHINE X5 X 1,PACK,"32,000.00"
ROSSMAX B.P MACHINE X9 X 1,PACK,"74,000.00"
ROSSMAX GLUCOMETER MACHINE X 1,PACK,"11,000.00"
ROSSMAX STRIP X 50,PACK,"5,800.00"
ROSSMAX Z1 B.P MACHINE X 1,PACK,"15,000.00"
ROSTOR TABS 10MG X 30,FULL PACK,"1,300.00"
ROSUCREST TABS 10MG,PACK,"1,650.00"
ROSUDEX  20MG X 30,FULL PACK,"3,650.00"
ROSUDEX-10MG TABS  X 30,FULL PACK,"3,320.00"
ROSUTOR TABS 10MG X 30,FULL PACK,"2,150.00"
ROSUVASTATIN(MEDREICH) TABS 10MG X 28,FULL PACK,"2,600.00"
ROSUVASTATIN(MEDREICH) TABS 20MG X 28,FULL PACK,"2,500.00"
ROUGH RIDER CONDOM X 1,PACK,285
ROVATIN TABS 10MG X 30,FULL PACK,900
ROVISTA TABS 10MG X 30,FULL PACK,"2,750.00"
ROVISTA TABS 20MG X 30,FULL PACK,"3,850.00"
ROWSE PURE HONEY 450G,BOTTLE,825
ROXAREL TABS 10MG X 20,PACK,"7,000.00"
ROXAREL TABS 20MG X 20,FULL PACK,"7,500.00"
ROXIRITE CAPLET 500MG X 10,PACK,"1,000.00"
ROYAL CROWN SHAVING POWDER 142G,TIN,970
ROYAL EDINBURGH SHORT BREAD 125G,PACK,300
ROYAL JELLY (COSTAR) CAPS 1450MG X 100,JAR,"8,000.00"
ROYAL JELLY CAPS  X 30,JAR,"8,500.00"
ROYAL JELLY(MASON) X 60,JAR,"2,400.00"
ROYAL JELLY(NOW) CAPS 1500MG X 60,JAR,"8,500.00"
ROYAL WHITE LOTION(CARROT) X 1,JAR,"1,250.00"
ROYAL WHITE LOTION(PAPAYA) X 1,JAR,"1,250.00"
ROYALLUX CLEANSER 110ML,BOTTLE,360
ROYALLUX CLEANSER 220ML,BOTTLE,510
ROYALLUX CLEANSER 55ML,BOTTLE,205
ROYALTY SHORT BREAD 210G,PACK,500
ROYALTY WINE 750ML,BOTTLE,645
RUBBING ALCOHOL 200MLS,JAR,205
RUFEDOL PLUS CAPLET ,PACK,140
RUFEDOL TABS  X 100,FULL PACK,350
RUFEX TABS 500MG X 10,PACK,850
RUKA MOISTURISING  CREAM 567G,JAR,"1,195.00"
RUKA MOISTURISING LOTION 532ML  ,JAR,400
RULOX SUSP  200ML,BOTTLE,630
RUZU BITTER CAPS  X 60,JAR,"2,400.00"
RUZU BITTER SYR 200ML X 1,BOTTLE,"1,500.00"
RUZU BLACK FOR MEN X 1,JAR,"3,500.00"
RUZU HERB SYR 500ML,BOTTLE,"2,500.00"
RYCIN TABS 500MG,PACK,863
S-AMLO TABS 2.5MG X 30,FULL PACK,"1,720.00"
S-AMLO TABS 5.0MG X 30,FULL PACK,"2,050.00"
SABRESTEN (VAGINAL) CREAM 30G,TUBE,380
SABRESTEN CREAM  20G,TUBE,630
SACOVITE CAPS X 30,PACK,150
SAFECUT 125ML,BOTTLE,340
SAFEGUARD ANTISEPTIC SOAP 175G,PACK,290
SAFEGUARD ANTISEPTIC SOAP 80G,PCS,140
SAFERIA CAPS 40MG/240MG X 12,PACK,650
SAFETELMI H TABS 80MG/12.5MG X 30,FULL PACK,"4,360.00"
SAFETELMI TABS 40/12.5MG X 30,,"3,010.00"
SAFETELMI TABS 40MG X 28,FULL PACK,"3,200.00"
SAFETELMI TABS 80MG X 30,FULL PACK,"3,750.00"
SAFETY BOX X 1,PACK,450
SAFI SYR  X 1,BOTTLE,"2,200.00"
SALBACEF(CEFTRIAXONE & SULBACTAM) INJ 1500MG X 1,PACK,750
SALBUTAMOL (TETA) INHALER  X 1,PACK,800
SALBUTAMOL(AFRAB) TABS 4MG X 100,FULL PACK,450
SALBUTAMOL(MULTICOY) INHALER X 1,PACK,725
SALBUTAMOL(TIN) TABS 2MG X 1000,FULL PACK,655
SALBUTAMOL(TIN) TABS 4MG X 1000,FULL PACK,"1,600.00"
SALBUTAMOL(VITABIOTICS) TABS 4MG X 500,FULL PACK,705
SALIN'S LINIMENT ,BOTTLE,550
SALMONELLA TYPHI TEST KIT  ,PACK,"13,200.00"
SALVITE CAPS  X 30,FULL PACK,200
SAMTREX TABS  X 500,FULL PACK,850
SAMTRIM TABS 480G X 1000,JAR,"1,450.00"
SAMURAI CURRY SAUCE X 2,SACHET,640
SARDINE(NAPA) 125G,TIN,190
SAVANNAH BEAUTY SOAP 150G,PACK,90
SAVANNAH CIDAR 330ML,BOTTLE,400
SAVLON LIQUID 125ML,JAR,425
SAVLON LIQUID 250ML,JAR,590
SAVLON LIQUID 500ML,BOTTLE,766.67
SAVLON LIQUID 750ML,JAR,"1,310.00"
SAW PALMENTO(MASON) X 60 CAPS ,JAR,"2,310.00"
SAW PALMETTO(21ST CENTURY) CAPS 450MG X 60,JAR,"4,500.00"
SAW PALMETTO(N/F) X 100  ,JAR,"4,300.00"
SAW PALMETTO(RADIANCE) CAPS 450MG X 100,JAR,"1,990.00"
SAW SAN PERFUME 100ML,JAR,"1,615.00"
SAYANA PRESS INJ INJ 104MG/0.65ML X 10,FULL PACK,"3,500.00"
SCALP HANDLE X 1,PACK,100
SCALP VEIN 19G X 100,FULL PACK,800
SCALPVEIN  21G X 100,FULL PACK,"2,450.00"
SCALPVEIN  23G X 100,FULL PACK,"1,670.00"
SCHERIPROCT X 12 SUPP ,PACK,"2,810.00"
SCISSORS  BIG SIZE,PCS,550
SCISSORS  MEDIUM SIZE,PCS,585
SCISSORS CURVE  ,PCS,395
SCISSORS SMALL SIZE,PCS,240
SCISSORS STRAIGHT,PCS,380
SCOTTISH BODY SPRAY X 1,JAR,542
SCRIP-METFORMIN TABS 500MG X 100,FULL PACK,700
SEA GLOW COD LIVER CAPS 300MG,PACK,790
SEALCOR TABS 10MG X 30,FULL PACK,"3,000.00"
SEAMAN'S SCHAPPS (ROYAL),BOTTLE,840
SEAMANS  SCHAPPS  750ML (PREMIUM),BOTTLE,840
SEBA MED BABY OIL 150ML,JAR,"1,980.00"
SEBAMED ADULT BATH GEL 500ML,BOTTLE,"3,020.00"
SEBAMED ADULT LOTION 200ML,PACK,"2,210.00"
SEBAMED ADULT SOAP {CLEANSING BAR} 150G,PACK,"1,315.00"
SEBAMED BABY BATH GEL 200ML,JAR,"2,110.00"
SEBAMED BABY LOTION 200ML,JAR,"2,210.00"
SEBAMED BABY SOAP 100G,PACK,"1,515.00"
SEBAMED CLEAR FACE CLEANSER,JAR,"1,425.00"
SEBAMED CLEAR FACE SOAP 100G,SOAP TABLET,"1,415.00"
SEBAMED TONER X 1,PACK,"1,600.00"
SECRET BATH GEL1000ML,JAR,"2,010.00"
SECRET EXCLUSIVE LOTION,PACK,"2,800.00"
SECRET FADE SOAP(100G),PACK,"1,120.00"
SECRET OIL 10ML,JAR,110
SECRET SOAP 150G,SOAP TABLET,380
SECRET TRANSPARENT SOAP 150G,PACK,380
SECRET WHITE TRANSPARENT SOAP X 1,SOAP TABLET,350
SECTAB X4 TABS 500MG,PACK,295
SECWID X 4 TABS 500MG,PACK,490
SEDUCTION BODY SPRAY 100ML,CAN,590
SEDUCTION PERFUME 100ML,BOTTLE,660
SEFZITIL SYR 100ML,BOTTLE,880
SEFZITIL TABS 500MG,PACK,"1,295.00"
SELACE TABS X 30,JAR,"2,270.00"
SELENIUM (LIFE WORTH NATURAL)  TABS 200MG,JAR,"1,400.00"
SELENIUM (MASON)  TABS ,JAR,"2,500.00"
SELENIUM (NATURE FIELD)  TABS ,JAR,"3,180.00"
SELENIUM-ACE TABS  X 30,PACK,"3,150.00"
SELSUN BLUE SHAMPOO 400ML X 1,JAR,"2,600.00"
SEMETIL TABS 5MG X 300,FULL PACK,"2,250.00"
SENDINOR-2 TABS 75MG,PACK,205
SENIOR ALDULT DIAPERS X 10,PACK,"2,050.00"
SENSODYNE   EXTRA FRESH,PACK,750
SENSODYNE   GENTLE WHITENING 100ML,TUBE,775
SENSODYNE DAILY CARE,TUBE,740
SENSODYNE RAPID ACTION,TUBE,"1,000.00"
SENSODYNE RAPID ACTION  25G X 1,PACK,250
SENSODYNE TOOTHPASTE 45ML 175G,TUBE,640
SEPTOL MEDICATED SOAP 80G,PACK,110
SERESIS CAPS ,JAR,"2,050.00"
SERETIDE DISKUS  100MCG 60 DOSES,PACK,"3,000.00"
SERETIDE DISKUS INHALER 250MCG X 1,PACK,"4,075.00"
SERETIDE EVOHALER  25/125MCG,PACK,"1,765.00"
SERETIDE EVOHALER  25/50MCG,PACK,"1,800.00"
SEROXAT TABS 20MG X 30,FULL PACK,"2,925.00"
SERTRALIN TABS 50MG X 28,FULL PACK,"1,440.00"
SERTRALINE (TEVA)  TABS 100MG X 28,FULL PACK,"1,550.00"
SERVICE ( LOGISTICS)   X 1,PACK,90
SERVICE CHARGE X 1,PACK,50
SETRAL TABS 100MG X 28,FULL PACK,"1,190.00"
SETRAL TABS 50MG X 28,FULL PACK,"1,425.00"
SETRAL-50,BLISTER,"1,450.00"
SETRALLINE (TEVA)  TABS 50MG X 28,FULL PACK,"1,950.00"
SETRALLINE(ACCORD) TABS 50MG X 28,FULL PACK,"1,650.00"
SETRALLINE(TEVA) TABS 100MG X 28,FULL PACK,"1,600.00"
SEVEN SEA COD LIVER OIL 170ML SYR,BOTTLE,"3,645.00"
SEVEN SEAS COD LIVER OIL 150ML  ,BOTTLE,"2,800.00"
SEVEN SEAS COD LIVER OIL 300ML,BOTTLE,"4,200.00"
SEVEN SEAS COD LIVER OIL(HIGH STRENGTH) X 120 CAPS ,JAR,"7,200.00"
SEVEN SEAS COD LIVER OIL(HIGH STRENGTH) X 30 CAPS ,JAR,"2,400.00"
SEVEN SEAS COD LIVER OIL(HIGH STRENGTH) X 60 CAPS ,JAR,"4,800.00"
SHAL'ARTEM FORTE X5 TABS ,PACK,524
SHAL'ARTEM TABS 20MG/120MG X 18,PACK,400
SHAL'ARTEM TABS 20MG/120MG X 24,PACK,445
SHALARTEM SUSP 60ML,BOTTLE,475
SHALCIP (CIPRO) INFUSION 100ML,BOTTLE,90
SHALCIP TZ TABS 500MG,PACK,250
SHALTOUX CHESTY COUGH SYR 100ML X 1,BOTTLE,450
SHALTOUX LOZENGES  X 240,FULL PACK,"3,800.00"
SHALTOUX LOZENGES TABS  X 200,FULL PACK,"3,675.00"
SHALTOUX TABS  X 100,JAR,"1,850.00"
SHALTOUX TABS  X 120,FULL PACK,"2,250.00"
SHEROVITE SYR 200ML X 1,BOTTLE,950
SHORT BREAD (BIG SIZE) X 5,PACK,635
SHORT BREAD (small size) X 1,SACHET,390
SILAPEN NIGHT (RICHYGOLD) CAPLET ,PACK,165
SILDEX TABS 100MG X 4,PACK,240
SILICON GEL X 1,PACK,"1,500.00"
SILK 0   X 12,FULL PACK,"1,000.00"
SILK 1   X 12,FULL PACK,"1,000.00"
SILK 2   X 12,FULL PACK,875
SILK 2/0   X 12,FULL PACK,"1,125.00"
SILK 3/0   X 12,FULL PACK,500
SILKA  PAPAYA SOAP 135G,SOAP TABLET,425
SILKA BODY LOTION 300ML,JAR,"1,510.00"
SILKA BODY LOTION 500ML,JAR,"2,315.00"
SILVER BIRD LOTION  30ML,BOTTLE,"1,400.00"
SILVER ROSE MED LOTION X 1,TUBE,370
SILVER ROSE MED SHARLEY 15ML,JAR,300
SILVER SHOE SPRAY X 1,JAR,416.67
SILVER SULPHADIAZINE(FIDSON) CREAM 25G X 1,PACK,280
SILYBON TABS 70MG X 30,PACK,"1,900.00"
SILYBON X 30 CAPS 140MG,PACK,"2,900.00"
SIMILAC TOTAL COMFORT 1,TIN,"1,305.00"
SIMILAC TOTAL COMFORT 2,TIN,"1,610.00"
SIMILAC WITH IRON 450G,TIN,"1,545.00"
SIMLO TABS 5MG X 30,FULL PACK,"2,000.00"
SIMVASTATIN (DEXECL) 10MG TABS  ,PACK,320
SIMVASTATIN TABS 10MG X 28 {BRISTOL} ,FULL PACK,480
SIMVASTATIN TABS 40MG X 28 {BRISTOL} ,FULL PACK,5
SIMVASTATIN(CRESCENT) TABS 10MG X 28,FULL PACK,550
SIMVASTATIN(CRESCENT) TABS 20MG X 28,FULL PACK,700
SIMVASTATIN(CRESCENT) TABS 40MG X 28,FULL PACK,680
SIMVASTATIN(TEVA) TABS 40MG X 28,FULL PACK,645
SIMVASTIN(BRISTOL) TABS 20MG X 28,FULL PACK,550
SIMVASTIN(MOSTEN) TABS 10MG X 20,FULL PACK,340
SIMVASTIN(MOSTEN) TABS 20MG X 20,FULL PACK,320
SIMVOFIX TABS 10MG X 30,FULL PACK,310
SIMVOR (RANBAXY)  TABS 10MG X 30,FULL PACK,"1,125.00"
SINEMET TABS 275MG X 100,FULL PACK,"10,000.00"
SINEMET TABS 275MG X 50,FULL PACK,"6,500.00"
SINUFED  50ML SYR,BOTTLE,400
SINUFED TAB X 100,FULL PACK,"2,650.00"
SIPROSAN X 14 TABS 500MG,PACK,650
SIRDALUD TABS 2MG X 30,FULL PACK,"2,330.00"
SIRDALUD TABS 4MG X 30,FULL PACK,"4,210.00"
SITEX SYR X 1,BOTTLE,"2,055.00"
SITEX TABS X 10,PACK,"2,500.00"
SITSEF TOILET SEAT SANITIZER X 1,PCS,690
SIVO PLUS TABS 80/480 X 6,PACK,320
SIVOADFLUCONAZOLE TABS 150MG X 10,PACK,350
SIVOCEFIXIME TABS 200MG X 10,PACK,700
SIVOCEFIXIME TABS 400MG X 10,PACK,950
SIVOCLAMTHROMYCIN TABS 500MG X 10,PACK,"1,350.00"
SIVODERM CREAM CUP 80G,JAR,260
SIVOFEMOL TABS 550MG X 100,FULL PACK,695
SIVOFENAC TABS 50MG X 240,FULL PACK,"1,100.00"
SIVOOFLOXACIN TABS 400MG X 10,PACK,350
SIVOPHAGE TABS 500MG X 84,FULL PACK,500
SIVOROMYCIN TABS 500MG X 3,PACK,520
SIVOROMYCIN TABS X 10,PACK,"1,350.00"
SIVOTEZIDE HCT TABS 40/12.5MG X 30,FULL PACK,950
SIVOTIDINE TABS 150MG X 20,FULL PACK,410
SIVOXICLAV TABS 625MG X 14,PACK,850
SKIN BEAUTY  LOTION 500ML,PACK,605
SKIN BEAUTY COLLAGEN LOTION X 1,JAR,700
SKIN BEAUTY FADE 150G,PACK,400
SKIN BEAUTY FADE 300G,JAR,550
SKIN BEAUTY LOTION 350ML,BOTTLE,525
SKIN CLINIQUE BODY LOTION 230ML,JAR,290
SKIN DOCTOR CLEANSER B/S X 1,JAR,400
SKIN LIGHT CUP 125G,CAN,183.33
SKIN LIGHT CUP 250G,CAN,283.33
SKIN LIGHT CUP 500G,JAR,450
SKIN LIGHT LOTION 250ML X 1,JAR,283.33
SKIN SUCCESS CLEANSER X 1,PACK,"1,200.00"
SKIN SUCCESS COMPLEXION SOAP 80G,SOAP TABLET,625
SKIN SUCCESS LOTION X 1,PACK,"1,150.00"
SKIN TRACTION KIT (ADULT),PACK,740
SKIN TRACTION KIT (CHILD),PACK,750
SKINEAL CREAM 15G X 1,TUBE,480
SKY HAIR CREAM X 1,JAR,210
SKY HAIR GROW $ DARKENING CREAM 120G,TUBE,400
SLIM FAST TEA X 1,JAR,860
SLIMFIT CAPS(AGEWELL)MEN   X 1,JAR,"4,700.00"
SLIMFIT CAPS(AGEWELL)WOMEN   X 1,JAR,"4,700.00"
SLIMING HERB TEA X 1,PACK,910
SLIZ TABS 400MG X 1,PACK,270
SLOAN'S LINIMENT 75ML,BOTTLE,300
SLOW K (SANDOZ) TABS 600MG X 40,FULL PACK,"3,200.00"
SLOW K TABS  X 100,FULL PACK,"15,500.00"
SLOW K TABS  X 50,FULL PACK,"3,000.00"
SLOW K TABS 600MG X 500,FULL PACK,"3,160.00"
SLOW K(R-RETARD) TABS 600MG X 50,FULL PACK,"4,500.00"
SLOXIN X 10 TABS  {PHARMABASE} ,PACK,500
SMA GOLD 2 450G,TIN,"2,790.00"
SMA GOLD 450G,TIN,"2,800.00"
SMA GOLD 900G,TIN,"5,760.00"
SMA INFANT FORMULAR 900G,TIN,"1,895.00"
SMA TODDLER  450G,TIN,"2,550.00"
SMART  BODY SPRAY(BOSS ORANGE) MEN 150ML,CAN,405
SMART ACTIVE TOOTH BRUSH,PCS,95
SMART COLLECTION PERF 100ML,PACK,"1,155.00"
SMART PERF ROLL-ON 10ML,BOTTLE,229.17
SMOKERS TOOTH BRUSH X 12,PCS,70
SNICKERS CHOCOLATE 57G,PACK,195
SNIPER 1000ML,JAR,"1,995.00"
SNIPER 500ML,JAR,510
SO FINE HAIR CREAM B/S X 1,JAR,510
SO FINE HAIR CREAM M/S X 1,JAR,17
SO WHITE  TUBE 50ML,TUBE,755
SO WHITE FADE 250ML,PACK,"2,595.00"
SO WHITE GEL 30G,TUBE,755
SO WHITE LOTION 500ML,BOTTLE,"3,755.00"
SO WHITE MAXITONE LOTION 250ML,BOTTLE,"4,205.00"
SO WHITE SERUM 30ML,BOTTLE,"2,105.00"
SO WHITE SOAP 200G X 1,PACK,"1,505.00"
SODAMINT TABS 300MG X 1000,JAR,720
SODAMINT TABS 500MG X 1000,JAR,550
SODIUM BICARBONATE (MARTINDALE)  INJ 8.4%W/V,AMPOULES,445
SODIUM CHLORIDE EYE DROPS(MULTI COY) 10ML,BOTTLE,"1,050.00"
SOFRATULE   X 10,FULL PACK,900
SOFT $ BEAUTIFUL BABY KIT,PACK,"1,295.00"
SOFT & BEAUTIFUL KIT MIX,PACK,"1,810.00"
SOFT BAND  4 INCHES X 1,PCS,220
SOFT BAND  6 INCHES,PCS,300
SOLIDMOX CLAV TABS 375MG X 1,BOTTLE,750
SOLIDMOX SUSP X 1,BOTTLE,800
SOLO COUGH SYR  100ML,BOTTLE,150
SOLOFENAC TABS 500G X 10,FULL PACK,600
SOLOMEGA CHEWABLE SOFTGEL  X 30,JAR,"2,150.00"
SOLOTONE AMINO SYR ,BOTTLE,"1,000.00"
SOLOTONE PLUS CAPS ,PACK,550
SOLOTONE TABS ,PACK,165
SOLUSET  ,PACK,800
SOMEPRA TABS 20MG X 30,FULL PACK,410
SONGHA NIGHT TABS  X 30,FULL PACK,"2,350.00"
SORBITOL STADA POWDER 5G X 20,FULL PACK,"1,685.00"
SOREPILS LOZENGES TABS  X 24,FULL PACK,700
SORESIL LOZENGES TABS  X 24,FULL PACK,900
SOUL MATE   HAIR CREAM 155G,JAR,170
SOUL MATE HAIR CREAM 200G,JAR,305
SOUL MATE HAIR CREAM 650G,JAR,445
SOUL MATE HAIR CREAM 95G,JAR,175
SOYA BEAN(LOOK GOOD)  450G,JAR,640
SOYA BEAN(M & M) S/S,JAR,305
SOYA BEANS (LOOK GOOD) 1000G X 1,JAR,"1,280.00"
SOYA BEANS (LOOK GOOD) 750G X 1,JAR,950
SOYA BEANS(LOOK GOOD)  250G X 1,JAR,480
SOYA LECITHIN X 100  ,JAR,"2,600.00"
SPA SALT MIX,PACK,340
SPA WHITE LOTION X 1,BOTTLE,"1,495.00"
SPANISH FLY X 1,PACK,"3,400.00"
SPANISH GOLD FLY   X 12,FULL PACK,"5,000.00"
SPARDIUM TABS 500MG X 10,PACK,"1,420.00"
SPARFAN TABS ,PACK,400
SPARFLOXACIN (MULTICOY)  TABS  X 10,PACK,750
SPECIMEN  BOTTLE   X 1,PCS,50
SPECMIN SYR  200ML,BOTTLE,300
SPECTRA COCOA TEA 200G,PACK,210
SPECTRACLUVENIC SUSP  100ML,BOTTLE,630
SPECTRACLUVENIC TABS 625MG X 14,FULL PACK,800
SPECTRAZOLE CAPS 20MG X 10,PACK,150
SPERMAN TABS  X 60,JAR,"2,800.00"
SPERMBOOM X 20 CAPS ,PACK,"2,700.00"
SPERSADEX COMP EYE DROPS  5ML,BOTTLE,600
SPERSADEX EYE DROPS 0.1%,BOTTLE,610
SPERSADEXOLINE EYE DROPS ,BOTTLE,750
SPERSALLERGE EYE DROPS X 1,PACK,"2,610.00"
SPEXACIN-OZ TABS  X 10,PACK,640
