ProductName:,item,GenericName,Code,Department,DosageForm:,presentation,unit_quantity,Category,full_pack,Vendor
PREGNATONE X 30,PREGNATONE X 30 CAPS ,,8.90401E+12,Pharmacy,CAPSULES,PACK,,,1,
PREGNON,PREGNON TABS 0.75MG,,9082,Pharmacy,TABLETS,PACK,,,1,
PREGNYL,PREGNYL INJ 1500 IU,,5.01326E+12,Pharmacy,INJECTION (SOLUTION),AMPOULES,,,1,
PREGNYL,PREGNYL INJ 5000 IU 1ML,,5.01326E+12,Pharmacy,INJECTION (SOLUTION),AMPOULES,1ML,,1,
PREGVYTE X 30,PREGVYTE X 30 TABS ,,15330,Pharmacy,TABLETS,JAR,,,1,
PREGYA KIT,PREGYA KIT TABS 400MCG,,6008686,Pharmacy,TABLETS,PACK,,,1,
PREMARIN,PREMARIN TABS 0.625MG X 28,Conjugated Estrogens,5.01098E+12,Pharmacy,TABLETS,PACK,,,1,
PREMIER COOL SOAP,PREMIER COOL SOAP 70G,,6.154E+12,Supermarket,,PACK,,,1,
PREMIER COOL SOAP B/S,PREMIER COOL SOAP B/S X 1,,6.154E+12,Supermarket,,SOAP TABLET,1,,1,
premier soap b/s,PREMIER SOAP B/S X 1,,6.033E+12,Supermarket,,SOAP TABLET,,,1,
premier soap s/s 70g,PREMIER SOAP S/S 70G X 1,,6011050,Supermarket,,SOAP TABLET,,,1,
PREMIUM PAMPERS MAXI,PREMIUM PAMPERS MAXI X 18,,4.0154E+12,Supermarket,,PACK,,,1,
PREMIUM PAMPERS MIDI,PREMIUM PAMPERS MIDI X 20,,16021,Supermarket,,PACK,,,1,
PREMIUM PAMPERS MINI,PREMIUM PAMPERS MINI X 23,,16020,Supermarket,,PACK,,,1,
premium pampers x 32,PREMIUM PAMPERS X 32,,6010296,Supermarket,,PACK,,,1,
PREMPAK-C 0.625/0.15MG TABS,PREMPAK-C 0.625/0.15MG TABS   X 84,,5.01098E+12,Pharmacy,,BLISTER,28,,84,
PRENATAL,PRENATAL TABS X 100,,15446,Pharmacy,TABLETS,JAR,,,1,
PRENATAL(21 CENTURY),PRENATAL(21 CENTURY) TABS X 60,,,Pharmacy,TABLETS,JAR,,,1,megavox ltd
PREPARATION H OINTMENT,PREPARATION H OINTMENT  ,,1008825,Pharmacy,,TUBE,,,1,
PREPARATION H SUPPOSITORY,PREPARATION H SUPPOSITORY SUPP  X 56,,1008824,Pharmacy,SUPPOSITORY,SACHET,8,,56,
PRESARTAN,PRESARTAN  25MG TAB X 28,,11400,Pharmacy,TABLETS,BLISTER,14,,28,
PRESARTAN,PRESARTAN  50MG TAB X 28,,11489,Pharmacy,TABLETS,BLISTER,14,,28,
pre-seed fertility friendly lubricant,PRE-SEED FERTILITY FRIENDLY LUBRICANT X 1,,6011387,Pharmacy,,TUBE,,,1,
preseed,PRESEED X 1,,6009479,Pharmacy,,JAR,,,1,
PRESIDENT BRUT WINE,PRESIDENT BRUT WINE 75CL,,16899,Supermarket,,BOTTLE,,,1,
PRESIDENT PERFUME,PRESIDENT PERFUME X 1,,6009829,Supermarket,,PACK,,,1,
PRESSURE COOKER,PRESSURE COOKER X 1,,6009743,Supermarket,,PACK,,,1,
PRETADIN,PRETADIN TABS 10MG X 100,Loratadine,6012621,Pharmacy,TABLETS,BLISTER,10,,100,
PrETTY  PANTY LINER,PRETTY  PANTY LINER   X 1,,6012189,Pharmacy,,PACK,1,,1,
PREVILLEGE LOTION PARIS 500ML,PREVILLEGE LOTION PARIS 500ML  ,,98864005231,Pharmacy,,JAR,,,1,GRACIOUS JOBIZ COSMETICES LIMITED
PREVITAL PRENATAL,PREVITAL PRENATAL SYR  X 1,,9627,Pharmacy,SYRUP,BOTTLE,200ML,,1,
PrEVIX,PREVIX TABS 75MG X 30,,6011150,Pharmacy,TABLETS,BLISTER,10,,30,
PrEXAM,PREXAM CAPS 500MG X 20,,6010650,Pharmacy,CAPSULES,BLISTER,10,,20,
PrEXAM,PREXAM INJ  X 5,,6011110,Pharmacy,INJECTION (POWDER),VIALS,1,,5,
prexidim,PREXIDIM INJ X 1,,,Pharmacy,INJECTION (SOLUTION),VIALS,,,1,PRECIOUS TRUST LIMITED
PRICE TAG,PRICE TAG,,158970,Supermarket,,PACK,,,1,
PRICKLY HEAT POWDER 100GM,PRICKLY HEAT POWDER 100GM,,8.85209E+12,Supermarket,,JAR,,,1,
PRICKLY HEAT POWDER,PRICKLY HEAT POWDER 150G,,13246,Supermarket,POWDER,CAN,150G,,1,
PRICKLY HEAT POWDER,PRICKLY HEAT POWDER 300G,,8.85209E+12,Supermarket,POWDER,CAN,300G,,1,
PRICKLY HEAT SOAP,PRICKLY HEAT SOAP 100G,,8.85209E+12,Supermarket,,SOAP TABLET,100G,,1,
prilan coconut oil b/s,PRILAN COCONUT OIL B/S X 1,,6010247,Supermarket,,JAR,,,1,
prilan coconut oil s/s,PRILAN COCONUT OIL S/S X 1,,6.156E+12,Supermarket,,JAR,,,1,
PRILAS,PRILAS TABS 5MG X 28,Lisinopril,15178,Pharmacy,TABLETS,BLISTER,14,,28,
PRIMA MARGARINE,PRIMA MARGARINE X 1,,14065,Supermarket,,JAR,1,,1,
primalar,PRIMALAR TABS  X 250,,6009119,Pharmacy,TABLETS,PCS,1,,250,
Prime lady wine,PRIME LADY WINE 750ML,,6012347,Supermarket,,BOTTLE,750ml,,1,
PRIMERON,PRIMERON SYR 1L,,1009036,Pharmacy,SYRUP,BOTTLE,,,1,
PRIMERON,PRIMERON SYR 200ML,,11957,Pharmacy,SYRUP,BOTTLE,,,1,
PRIMO ROSSO WINE,PRIMO ROSSO WINE 0.75ML,,13818,Supermarket,,BOTTLE,0.75ML,,1,
primolut depot,PRIMOLUT DEPOT INJ 250MG\1ML X 3,,4.0085E+12,Pharmacy,INJECTION (SOLUTION),PACK,,,1,
Primolut - N,PRIMOLUT- N  5MG TAB X 30 [BLISTER],,4.0085E+12,Pharmacy,TABLETS,BLISTER,10,,30,
PRIMPACK C,PRIMPACK C TABS 0.625/0.15MG X 84,,9947,Pharmacy,TABLETS,BLISTER,28,,84,
PrIMPEX DS,PRIMPEX DS TABS  X 100,,,Pharmacy,TABLETS,BLISTER,10,,100,DIVINE CHENIC NIG LTD
PrIMPEX DS,PRIMPEX DS TABS X 10,,6011373,Pharmacy,TABLETS,PACK,,,1,
Primpex,PRIMPEX SYR  60ML,Cotrimoxazole,1000377,Pharmacy,SYRUP,BOTTLE,60ML,,1,SKG PHARMA LTD
Primpex,PRIMPEX TABS  X 100,Cotrimoxazole,1000290,Pharmacy,TABLETS,BLISTER,10,,100,SKG PHARMA LTD
Prince & princess  diaper(JUMBO),PRINCE & PRINCESS  DIAPER(JUMBO) X 1,,6011502,Supermarket,,PACK,1,,1,
PRINCE & PRINCESS WIPE,PRINCE & PRINCESS WIPE X 1,,6011492,Supermarket,,PACK,1,,1,
PrINCESS COCOA BUTTER LOTION,PRINCESS COCOA BUTTER LOTION X 1,,6011203,Supermarket,,JAR,,,1,
PrINCESS COCOA BUTTER(CUP),PRINCESS COCOA BUTTER(CUP) X 1,,6011204,Supermarket,,JAR,,,1,
PRINGLES,PRINGLES 200G,,12605,Supermarket,,TIN,200G,,1,
PRINGLES,PRINGLES 40G,,12604,Supermarket,,TIN,40g,,1,
PRINGLES ORIGINAL 165g,PRINGLES ORIGINAL 165G,,5.05399E+12,Supermarket,,JAR,,,1,
PRIORIX,PRIORIX INJ  X 1,,1003675,Pharmacy,INJECTION (SOLUTION),VIALS,1,,1,
pro effect lotion 600ml,PRO EFFECT LOTION 600ML X 1,,6009784,Supermarket,,JAR,,,1,
"PROBETA-N EYE,EAR & NOSE DROP",PROBETA-N EYE,,15262,Pharmacy,,BOTTLE,,,1,
PROBIOTIC ACIDOPHILUS(MASON),PROBIOTIC ACIDOPHILUS(MASON) TABS X 100,,,Pharmacy,TABLETS,JAR,,,1,megavox ltd
PrOBIOTIC ACIDOPHILUS(P/P),PROBIOTIC ACIDOPHILUS(P/P) TABS  X 100,,6012386,Pharmacy,TABLETS,JAR,100,,100,
probiotic formula,PROBIOTIC FORMULA CAPS X 30,,,Pharmacy,CAPSULES,JAR,,,1,UZORMARK GLOBAL SERVICE LTD
PROCAINE PENICILLIN,PROCAINE PENICILLIN INJ 5GM,,1000328,Pharmacy,INJECTION (POWDER),VIALS,,,1,
PROCAM,PROCAM CAPS  X 100,Piroxicam,2542,Pharmacy,CAPSULES,BLISTER,10,,100,THINE FOREVER PHARMACEUTIAL
PROCARE ACNE SERUM(BIOWELL),PROCARE ACNE SERUM(BIOWELL) SPRAY 48.19G X 1,,,Pharmacy,SPRAY,SPRAY BOTTLE,,,1,CARE VANTAGE
PROCARE SKIN BRIGHTENING SERUM,PROCARE SKIN BRIGHTENING SERUM SPRAY 113.4G X 1,,,Pharmacy,SPRAY,SPRAY BOTTLE,,,1,CARE VANTAGE
PROCOLD,PROCOLD TABS  X 50,,1000159,Pharmacy,TABLETS,SACHET,1,,50,
PROCOMIL SPRAY,PROCOMIL SPRAY X 1,,6009819,Supermarket,,SPRAY CAN,,,1,
PROCTOGLYVENOL,PROCTOGLYVENOL SUPP 400MG X 7,,5349,Pharmacy,SUPPOSITORY,PACK,,,1,
PrO-FANTRINE FORTE,PRO-FANTRINE FORTE TABS X 1,,6011076,Pharmacy,TABLETS,PACK,,,1,
PROFECTIV RELAX & REEFRESH X 2,PROFECTIV RELAX & REEFRESH X 2,,6010028,Supermarket,,PACK,,,1,
PROFECTIV X 6 MIX,PROFECTIV X 6 MIX,,6009609,Supermarket,,PACK,,,1,
PROFED,PROFED SYR  60ML,,8282,Pharmacy,SYRUP,BOTTLE,60ML,,1,
PROFESSIONAL PERFUME 90ML,PROFESSIONAL PERFUME 90ML,,14552,Supermarket,,BOTTLE,,,1,
PROFFESIONAL PERSONAL COTTON WOOL 75G,PROFFESIONAL PERSONAL COTTON WOOL 75G,,15850,Supermarket,,PACK,,,1,
progesta(dkt),PROGESTA(DKT) INJ 150MG/ML X 20,Medroxyprogesterone,,Pharmacy,INJECTION (SOLUTION),AMPOULES,1,,20,DKT INTERNATIONAL NIG.
progesterone 25MG/ML,PROGESTERONE 25MG/ML INJ  X 100,Progesterone,4556,Pharmacy,INJECTION (SOLUTION),AMPOULES,1,,100,
PROGONAL HERBAL,PROGONAL HERBAL CAPS X 30,,1009038,Pharmacy,CAPSULES,JAR,,,1,
proguanil (paludrine),PROGUANIL (PALUDRINE) TABS  X 100,,1003273,Pharmacy,TABLETS,BLISTER,10,,100,
proguanil x 500,PROGUANIL X 500 (MULTICOY)   ,,6009199,Pharmacy,,JAR,,,1,
PrOGUANIL(JAR),PROGUANIL(JAR) TABS 100MG X 100,,1.89061E+13,Pharmacy,TABLETS,PCS,1,,100,
PROGYNON INJ DEPOT,PROGYNON  DEPOT INJ,,7541,Pharmacy,INJECTION (POWDER),AMPOULES,X,,1,
PROGYNOVA,PROGYNOVA TABS 2MG X 84,,6011930,Pharmacy,TABLETS,BLISTER,28,,84,
prolifer multivitamin,PROLIFER MULTIVITAMIN CAPS X 30,,6336,Pharmacy,CAPSULES,PACK,,,1,
PRO-LIN COCONUT OIL,PRO-LIN COCONUT OIL 220G,,12648,Supermarket,,JAR,220G,,1,
PRO-LIN COCONUT OIL,PRO-LIN COCONUT OIL 311G,,12484,Supermarket,,BOTTLE,311G,,1,
PROLINE BODY SPRAY,PROLINE BODY SPRAY X 1,,13902,Supermarket,,SPRAY BOTTLE,1,,1,
PROLINE CURL KIT,PROLINE CURL KIT X 1,,72982000774,Supermarket,,JAR,1,,1,
PRO-LINE KIT,PRO-LINE KIT X 1,,13742,Supermarket,,BOX,1,,1,
PROLINE OIL SHEEN,PROLINE OIL SHEEN X 1,,13592,Supermarket,,BOTTLE,1,,1,
PROLUTON DEPOT,PROLUTON DEPOT INJ 250MG X 3,,7997,Pharmacy,INJECTION (SOLUTION),AMPOULES,1,,3,
PROMAX WEAVON OIL,PROMAX WEAVON OIL,,14252,Supermarket,,JAR,,,1,
Promethazine,PROMETHAZINE  50MG/2ML INJ X 100,Promethazine,1781,Pharmacy,INJECTION (SOLUTION),AMPOULES,1,,100,
Promethazine,PROMETHAZINE 25MG TAB  X 1000(MULTI COY),,8241,Pharmacy,TABLETS,JAR,1000,,1000,
Promethazine,PROMETHAZINE 25MG TAB X 500 {MULTI COY},,9520,Pharmacy,TABLETS,JAR,500,,500,
Promethazine,PROMETHAZINE SYR  X 60 {DRUGFIELD} ,,6008789,Pharmacy,SYRUP,BOTTLE,60,,60,
Promethazine,PROMETHAZINE SYR 2 LIT X 6 {LEADY} ,,8269,Pharmacy,SYRUP,BOTTLE,1,,6,
Promethazine,PROMETHAZINE SYR 2 LIT X 6 {MOPSON} ,,7928,Pharmacy,SYRUP,BOTTLE,1,,6,
Promethazine,PROMETHAZINE TABS 25MG X 100 {MAYDON} ,,8276,Pharmacy,TABLETS,BLISTER,20,,100,
Promethazine(MEYER),PROMETHAZINE(MEYER) SYR 60ML,,1009039,Pharmacy,SYRUP,BOTTLE,,,1,
PROMETHAZINE(MOPSON),PROMETHAZINE(MOPSON) SYR 60ML,,1009040,Pharmacy,SYRUP,BOTTLE,,,1,
PrOMETHAZINE(UNIQUE),PROMETHAZINE(UNIQUE) SYR X 1,,6010509,Pharmacy,SYRUP,BOTTLE,,,1,UNIQUE PHARMACEUTICALS LIMITED
PRONATAL X 30,PRONATAL X 30 CAPS ,,7.61094E+12,Pharmacy,CAPSULES,JAR,,,1,
propanolo  (teva),PROPANOLO  (TEVA) TABS 40MG X 28,,5.01701E+12,Pharmacy,TABLETS,BLISTER,14,,28,
PROPANOLOL,PROPANOLOL TABS  X 1000 {UNBRANDED} ,,5820,Pharmacy,TABLETS,JAR,1000,,1000,
PROPANOLOL,PROPANOLOL TABS 40MG X 28,,6008716,Pharmacy,TABLETS,BLISTER,14,,28,
propanolol(pocco),PROPANOLOL(POCCO) TABS 40MG X 28,,6012173,Pharmacy,TABLETS,BLISTER,14,,28,
PROPRADEREL,PROPRADEREL TABS 40MG X 28,,1008077,Pharmacy,TABLETS,BLISTER,14,,28,
PRORICH TISSUE B/S,PRORICH TISSUE B/S X 1,,6.156E+12,Supermarket,,PACK,,,1,
PRORICH TISSUE S/S,PRORICH TISSUE S/S X 1,,6009691,Pharmacy,,PACK,,,1,
PROSADINE,PROSADINE TABS 10MG X 30,,6009256,Pharmacy,TABLETS,BLISTER,10,,30,
PROSADINE,PROSADINE TABS 2.5MG X 30,,6010251,Pharmacy,TABLETS,BLISTER,10,,30,
PROSADINE,PROSADINE TABS 5MG X 30,,6008944,Pharmacy,TABLETS,BLISTER,10,,30,
PROSCAR,PROSCAR  5MG TAB X 28,Finasteride,5.01395E+12,Pharmacy,TABLETS,BLISTER,14,,28,
PrOSTACARE,PROSTACARE CAPS X 30,,6011891,Pharmacy,CAPSULES,PACK,,,1,
prostagel x 30,PROSTAGEL X 30 CAPS ,,6009203,Pharmacy,CAPSULES,PACK,,,1,
PROSTAN,PROSTAN EYE DROPS 2.5ML,,1001754,Pharmacy,EYE DROPS,BOTTLE,1,,1,
PROSTATE SUPPORT,PROSTATE SUPPORT CAPS  X 90,,,Pharmacy,CAPSULES,JAR,90,,90,
PROSTATE SUPPORT(ECN NUTRITION),PROSTATE SUPPORT(ECN NUTRITION) CAPS X 60,,,Pharmacy,CAPSULES,JAR,,,1,UZORMARK GLOBAL SERVICE LTD
PROSTATONIN x 30,PROSTATONIN  CAPS  X 30,,7.61094E+12,Pharmacy,CAPSULES,BOTTLE,1,,1,
PROSTOTAL(TAYLEK),PROSTOTAL(TAYLEK) CAPS X 30,,,Pharmacy,CAPSULES,JAR,,,1,TAYLEK DRUGS COMPANY LTD
prostrate defence x120,PROSTRATE DEFENCE X120 CAPS ,,7.13757E+11,Pharmacy,CAPSULES,PACK,,,1,
prostrate therapy,PROSTRATE THERAPY (MASON)  SOFTGEL  X 60,,6012901,Pharmacy,SOFTGEL,JAR,60,,60,
PROSURIN(TAMSOLUSIN HYDROCHLORIDE),PROSURIN(TAMSOLUSIN HYDROCHLORIDE) TABS 400MCG,,15252,Pharmacy,TABLETS,PACK,,,1,
PrOTINET,PROTINET TABS  X 30,,6012240,Pharmacy,TABLETS,BLISTER,10,,30,
PROTOBEX,PROTOBEX SYR 100ML,,15075,Pharmacy,SYRUP,BOTTLE,,,1,
PROTOBEX,PROTOBEX SYR 200ML,,8.90601E+12,Pharmacy,SYRUP,BOTTLE,,,1,
PrOTODEX,PROTODEX INJ 1GM X 1,,6010854,Pharmacy,INJECTION (POWDER),PACK,,,1,
PROVERA,PROVERA 10MG TAB X 100,Medroxyprogesterone,6964,Pharmacy,TABLETS,BLISTER,1,,100,
PROVERA X 24,PROVERA 5MG TAB X 100,Medroxyprogesterone,7179,Pharmacy,TABLETS,PACK,1,,100,
PROVERA,PROVERA TABS 10MG X 30,,,Pharmacy,TABLETS,BLISTER,10,,30,ONYI-JEK GLOBAL RESOURCES
PROVERA,PROVERA TABS 5MG X 30,,5.90999E+12,Pharmacy,TABLETS,BLISTER,10,,30,
PROVIMIN,PROVIMIN X 30 CAPS ,,7966,Pharmacy,CAPSULES,PACK,,,1,
PROVIRON X 20,PROVIRON X 20 TABS ,,4.0085E+12,Pharmacy,TABLETS,PACK,,,1,
PROVITE,PROVITE CAPS  X 30,,9970,Pharmacy,CAPSULES,BLISTER,15,,30,
PROX,PROX TABS ,,1007576,Pharmacy,TABLETS,PACK,,,1,
PROXALANE,PROXALANE TABS 5MG X 30,,6008945,Pharmacy,TABLETS,BLISTER,10,,30,
PROXALENE,PROXALENE TABS 20MG X 30,,6009992,Pharmacy,TABLETS,BLISTER,10,,30,
PROXIMEXA,PROXIMEXA SUSP 125MG/5ML 70ML,,1003635,Pharmacy,SUSPENSION,BOTTLE,,,1,WWCVL (GSK)
PROXIMEXA,PROXIMEXA TABS 250MG,,1003435,Pharmacy,TABLETS,PACK,,,1,WWCVL (GSK)
PROXIMEXA,PROXIMEXA TABS 500MG,Cefuroxime,1003426,Pharmacy,TABLETS,PACK,,,1,WWCVL (GSK)
PRUDENT TOOTH BRUSH (ADULT),PRUDENT TOOTH BRUSH (ADULT) X 12,,16591,Supermarket,,PCS,12,,12,
PRYTUNE EXPECTORANT LINTUS,PRYTUNE EXPECTORANT LINTUS SYR  100ML,,6013413,Pharmacy,SYRUP,BOTTLE,100ML,,1,
PRYTUNE SYRUP LINCTUS CHILDREN,PRYTUNE SYRUP LINCTUS CHILDREN SYR  100ML,,6013412,Pharmacy,SYRUP,BOTTLE,100ML,,1,
PUCELLE BODY SPRAY,PUCELLE BODY SPRAY 150ML,,13383,Supermarket,,SPRAY CAN,150ML,,1,
PuCELLE BODY SPRAY,PUCELLE BODY SPRAY 75ML,,13649,Supermarket,,BOTTLE,75ML,,1,
PULIBIMBO BABY WIPES,PULIBIMBO BABY WIPES X 72,,16784,Supermarket,,PACK,,,1,
PuLMOCEF,PULMOCEF SUSP  100ML,,,Pharmacy,SUSPENSION,BOTTLE,100ML,,1,
PuLMOCEF,PULMOCEF TABS 250MG X 10,,8.9013E+12,Pharmacy,TABLETS,PACK,1,,10,
PuLMOCEF,PULMOCEF TABS 500MG X 10,,12220,Pharmacy,TABLETS,PACK,10,,10,
pulse oximeter,PULSE OXIMETER  ,,,Pharmacy,,PACK,,,1,E CHAPEL INT SERVICES LTD
pump bag,PUMP BAG X 1,,6010232,Pharmacy,,PACK,,,1,
PUMPKIN SEED OIL(P/P),PUMPKIN SEED OIL(P/P) SOFTGEL 1000MG X 100,,6012387,Pharmacy,SOFTGEL,JAR,,,1,
PUNCH & JUDY TOOTHPASTE,PUNCH & JUDY TOOTHPASTE 50ML,,5.00047E+12,Supermarket,,TUBE,50ML,,1,
puppy orange(five alive),PUPPY ORANGE(FIVE ALIVE) X 1,,6010609,Supermarket,,JAR,,,1,
PURE AFRCAN WINE 750ML,PURE AFRCAN WINE 750ML,,17375,Supermarket,,BOTTLE,,,1,
pure and all butter,PURE AND ALL BUTTER X 1,,6013286,Supermarket,,PACK,1,,1,
PURE AND NATURAL HONEY,PURE AND NATURAL HONEY 35CL,,6009633,Supermarket,SYRUP,BOTTLE,,,1,
PURE AND NATURAL HONEY,PURE AND NATURAL HONEY 75CL,,6009634,Supermarket,SYRUP,BOTTLE,,,1,
PURE AND NATURAL HONEY(FOERIGN),PURE AND NATURAL HONEY(FOERIGN) 35CL,,6012028,Supermarket,,JAR,,,1,
PURE BLACK BODY SPRAY,PURE BLACK BODY SPRAY,,5.41467E+12,Supermarket,,CAN,,,1,FRAGRANCE WORLD RESOURCES LTD
PuRE BLACK PERFUME,PURE BLACK PERFUME 100ML,,5.41467E+12,Supermarket,,BOTTLE,100ML,,1,
PURE BLISS BISCUIT,PURE BLISS BISCUIT   X 72,,6011503,Supermarket,,PACK,72,,72,
PURE BLISS BUSICUIT,PURE BLISS BUSICUIT   X 12,,6010707,Supermarket,,PACK,1,,12,
PuRE BLISS WAFERS,PURE BLISS WAFERS X 1,,,Supermarket,,PCS,,,1,NUMAN INDUSTRIES LTD
PURE BLUE PERF,PURE BLUE PERF 100ML,,16902,Supermarket,,PACK,,,1,
pure carrot lotion,PURE CARROT LOTION X 1,,,Supermarket,,JAR,1,,1,GRACIOUS JOBIZ COSMETICES LIMITED
PURE CLASSIC TOOTH BRUSH,PURE CLASSIC TOOTH BRUSH X 12,,16590,Supermarket,,PCS,12,,12,
PURE CLEANSE,PURE CLEANSE CAPS X 30,,,Pharmacy,CAPSULES,JAR,,,1,PUREGEN AFRICAN NIG. LTD
pure cod liver oil,PURE COD LIVER OIL  150ML,,6009355,Pharmacy,,BOTTLE,,,1,
pure gold perf,PURE GOLD PERF,,16325,Supermarket,,JAR,,,1,
PURE HEART PERFUME,PURE HEART PERFUME,,12644,Supermarket,SPRAY,BOTTLE,,,1,
PURE HEAVEN WINE 750ML,PURE HEAVEN WINE 750ML,,5.03262E+12,Supermarket,,BOTTLE,,,1,
pure heaven wine(can),PURE HEAVEN WINE(CAN) X 1,,6009662,Pharmacy,,CAN,,,1,
pure herbal papaya lotion,PURE HERBAL PAPAYA LOTION X 1,,6010257,Supermarket,,JAR,,,1,
PuRE HERBAL PAPAYA SOAP,PURE HERBAL PAPAYA SOAP,,4.80901E+12,Supermarket,,SOAP TABLET,,,1,MEGADAF SUPER STORE
PURE HONEY 1000ml(cameroon),PURE HONEY 1000ML(CAMEROON)  ,,15200,Pharmacy,,BOTTLE,,,1,
pure honey 500ML(cameroon),PURE HONEY 500ML(CAMEROON) X 1,,6010293,Supermarket,,JAR,,,1,
PURE LEAF BLACK TEA,PURE LEAF BLACK TEA 43.2G,,6011259,Supermarket,,JAR,,,1,
PuRE LOVE BODY SPRAY,PURE LOVE BODY SPRAY 200ML,,6.98724E+11,Supermarket,SPRAY,CAN,,,1,
PuRE LOVE PERFUME,PURE LOVE PERFUME,,6.48524E+11,Supermarket,SPRAY,PACK,,,1,
PuRE LOVE PERFUME 100ML,PURE LOVE PERFUME 100ML,,1008902,Supermarket,,BOX,,,1,
PuRE LOVE POCKET PERFUME 20ML,PURE LOVE POCKET PERFUME 20ML,,6.78046E+11,Supermarket,,PACK,,,1,
PuRE MAGIC BISCUIT 400G,PURE MAGIC BISCUIT 400G,,15117,Supermarket,,CAN,,,1,
PURE RED PERF,PURE RED PERF 100ML,,16901,Supermarket,,PACK,,,1,
PuRE SILVER SPRAY,PURE SILVER SPRAY 100ML,,15376,Supermarket,,SPRAY CAN,100ML,,12,
PuRE SKIN CUP 250G,PURE SKIN CUP 250G,,6.182E+12,Supermarket,,JAR,,,1,MEGADAF SUPER STORE
PURE SKIN LOTION,PURE SKIN LOTION 275ML,,1007235,Supermarket,LOTION,JAR,,,1,
PURE SKIN LOTION 500ML,PURE SKIN LOTION 500ML,,1008285,Supermarket,,BOTTLE,,,1,MEGADAF SUPER STORE
PuRE SKIN SERUN,PURE SKIN SERUN 30ML,,1007348,Supermarket,,PACK,,,1,
PURE SKIN SHOWER CREAM 1200ML,PURE SKIN SHOWER CREAM 1200ML X 1,,6010042,Supermarket,,JAR,,,1,
PURE SKIN SOAP,PURE SKIN SOAP 190G,,6.182E+12,Supermarket,,PACK,190G,,1,
pure skin(cup) 125ml,PURE SKIN(CUP) 125ML X 1,,6009782,Supermarket,,JAR,,,1,
PURE WESSON VEGATABLE OIL 4.73L,PURE WESSON VEGATABLE OIL 4.73L,,16787,Supermarket,,JAR,,,1,
PURE WHITE GOLD LOTION S/S,PURE WHITE GOLD LOTION S/S X 1,,6012191,Pharmacy,,JAR,,,1,
PURE WHITE GOLD LOTION,PURE WHITE GOLD LOTION X 1,,6012008,Supermarket,,JAR,,,1,
PURE WHITE GOLD OIL,PURE WHITE GOLD OIL 100ML,,6012525,Supermarket,,PACK,100ML,,1,
PURE WHITE GOLD SOAP,PURE WHITE GOLD SOAP X 1,,6012521,Supermarket,,SOAP TABLET,,,1,
PURE WHITENING LOTION 500ML,PURE WHITENING LOTION 500ML X 1,,6009984,Supermarket,,PACK,,,1,
PuRECAL 200ML,PURECAL 200ML SYR ,,15018,Pharmacy,SYRUP,BOTTLE,,,1,
PuRECAL,PURECAL TABS X 20,,14806,Pharmacy,TABLETS,PACK,,,1,
PUREDERM CLEANSING WIPES,PUREDERM CLEANSING WIPES X 30,,8.80905E+12,Supermarket,,PACK,,,1,
PUREDERM FEMINING WIPES,PUREDERM FEMINING WIPES X 1,,1007387,Supermarket,,PACK,,,1,
PUREDERM MAKE UP REMOVER,PUREDERM MAKE UP REMOVER X 1,,16597,Supermarket,,PACK,1,,1,
PURIT LIQUID ANTISEPTIC,PURIT LIQUID ANTISEPTIC   4LITER,,12814,Supermarket,,JAR,4LITER,,1,
PURIT LIQUID ANTISEPTIC,PURIT LIQUID ANTISEPTIC 125ML,,6.0098E+12,Supermarket,,JAR,125ML,,1,
PURIT LIQUID ANTISEPTIC,PURIT LIQUID ANTISEPTIC 250ML,,6.0098E+12,Supermarket,,JAR,250ML,,1,
PuRIT LIQUID ANTISEPTIC 500ML,PURIT LIQUID ANTISEPTIC 500ML,,15919,Supermarket,,JAR,,,1,
PURITEX BLOOD PURIFICATION,PURITEX BLOOD PURIFICATION SYR ,,8129,Pharmacy,SYRUP,BOTTLE,,,1,
PURITY COTTON WOOL,PURITY COTTON WOOL 50G,,12509,Supermarket,,PACK,50G,,1,
PURXCEL,PURXCEL CAPS  X 15,,6013310,Pharmacy,CAPSULES,JAR,15,,15,
PYLOREST,PYLOREST TABS ,,6.15211E+12,Pharmacy,TABLETS,PACK,,,1,BIOFEM PHAMACEUTICAL (NIGERIA) LIMITED
PYRAmax,PYRAMAX POWDER 60/20MG X 90,,6012370,Pharmacy,POWDER,SACHET,1,,90,
PYRAMAX,PYRAMAX TABS 180/60MG X 90,,6012369,Pharmacy,TABLETS,PCS,1,,90,
Pyramid perfume,PYRAMID PERFUME 100ML,,13021,Supermarket,SPRAY,BOTTLE,100ML,,1,
pyramin,PYRAMIN TABS  X 150,,6012606,Pharmacy,TABLETS,PACK,3,,150,
PYRANTRIN,PYRANTRIN SUSP 250MG/5ML,,6.156E+12,Pharmacy,SUSPENSION,BOTTLE,,,1,
PYRANTRIN,PYRANTRIN TABS 125MG X 25,,6.156E+12,Pharmacy,TABLETS,SACHET,1,,25,
PYRANTRIN,PYRANTRIN TABS 125MG X 500,,,Pharmacy,TABLETS,JAR,1,,500,WWCVL (NEIMETH)
PYRAZINAMIDE,PYRAZINAMIDE ((VB))  TABS  X 1000,,6008651,Pharmacy,TABLETS,JAR,1000,,1000,
PYRAZINAMIDE,PYRAZINAMIDE TABS 500MG X 500 {ALPH LABORATRIES} ,,8227,Pharmacy,TABLETS,PCS,1,,500,
